,company_name_ticker,profile,market_cap,div,shares_outstanding,shares_float,prev_close,fifty_two_weeks,beta,net_income,revenue,gross_margin,quick_ratio,current_ratio,debt_equity,op_margin,profit_margin,sales_qonq,roa,roe,roi,eps_ttm,eps_fwd,eps_qonq,book_value_share,cash_share,pe,pe_fwd,peg,ps,pb,pc,pfcf
0,"NIKE, Inc.(NKE)","NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells athletic footwear, apparel, equipment, and accessories worldwide. The company offers NIKE brand products in six categories, including running, NIKE basketball, the Jordan brand, football, training, and sportswear. It also markets products designed for kids, as well as for other athletic and recreational uses, such as American football, baseball, cricket, golf, lacrosse, skateboarding, tennis, volleyball, walking, wrestling, and other outdoor activities; and apparel with licensed college and professional team and league logos, as well as sells sports apparel. In addition, the company sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities; and various plastic products to other manufacturers. Further, it provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks; and action sports and youth lifestyle apparel and accessories under the Hurley trademark. Additionally, the company licenses agreements that permit unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. It sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon.",118.46B,0.98,1.60B,1.23B,84.00,77.07 - 105.62,0.86,4.57B,40.78B,45.10%,1.20,2.00,0.40,12.80%,11.20%,10.20%,18.40%,50.00%,32.00%,2.85,3.45,33.80%,5.99,2.19,26.00,21.49,1.55,2.90,12.39,33.83,59.53
